Data Medicao;Hora Medicao;VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2006-03-13;0000;82;4,6;2,1;
2006-03-13;0100;102;4,3;1,9;
2006-03-13;0200;85;3,7;1,5;
2006-03-13;0300;94;2,5;,4;
2006-03-13;0400;93;1,6;0;
2006-03-13;0500;104;0;0;
2006-03-13;0600;62;0;0;
2006-03-13;0700;299;0;0;
2006-03-13;0800;255;0;0;
2006-03-13;0900;239;0;0;
2006-03-13;1000;88;0;0;
2006-03-13;1100;68;3,2;2;
2006-03-13;1200;62;4,3;2,4;
2006-03-13;1300;58;6,4;3,8;
2006-03-13;1400;55;7,4;2,8;
2006-03-13;1500;65;6,3;3,6;
2006-03-13;1600;57;6,6;2,1;
2006-03-13;1700;98;6,3;3,1;
2006-03-13;1800;112;6,4;2,9;
2006-03-13;1900;113;8,6;4,6;
2006-03-13;2000;100;8,6;3,4;
2006-03-13;2100;106;7,9;4,1;
2006-03-13;2200;103;7,9;3,5;
2006-03-13;2300;110;6,7;3;
2006-03-14;0000;97;6,1;3,4;
2006-03-14;0100;107;5,4;2,3;
2006-03-14;0200;99;4,7;2,5;
2006-03-14;0300;79;6;2,3;
2006-03-14;0400;72;4,3;1,4;
2006-03-14;0500;109;2,3;,4;
2006-03-14;0600;115;1,3;0;
2006-03-14;0700;76;0;0;
2006-03-14;0800;193;0;0;
2006-03-14;0900;255;0;0;
2006-03-14;1000;281;0;0;
2006-03-14;1100;357;2,5;,9;
2006-03-14;1200;63;4;2,1;
2006-03-14;1300;64;4,9;3,1;
2006-03-14;1400;39;6,8;2,6;
2006-03-14;1500;26;6,1;2,5;
2006-03-14;1600;27;6,8;1,4;
2006-03-14;1700;119;5,5;1,6;
2006-03-14;1800;97;4,9;1,6;
2006-03-14;1900;101;6,3;3,5;
2006-03-14;2000;88;6,4;3,4;
2006-03-14;2100;97;6,5;4;
2006-03-14;2200;101;7,3;3,4;
2006-03-14;2300;76;7,3;3;
2006-03-15;0000;98;6,5;2,5;
2006-03-15;0100;103;4,4;1,5;
2006-03-15;0200;101;4,2;2,1;
2006-03-15;0300;106;4,2;1,5;
2006-03-15;0400;38;2,5;,4;
2006-03-15;0500;144;1,2;0;
2006-03-15;0600;344;2,1;,7;
2006-03-15;0700;19;2,5;,9;
2006-03-15;0800;45;2,2;,8;
2006-03-15;0900;27;2;1,3;
2006-03-15;1000;78;2,1;1,1;
2006-03-15;1100;20;3;1,5;
2006-03-15;1200;23;3,8;1,8;
2006-03-15;1300;71;5,2;2;
2006-03-15;1400;77;5,8;1,9;
2006-03-15;1500;50;5;3;
2006-03-15;1600;16;5,9;2;
2006-03-15;1700;125;7,1;1,4;
2006-03-15;1800;100;3,9;1,4;
2006-03-15;1900;206;4;,5;
2006-03-15;2000;214;4,5;1,7;
2006-03-15;2100;103;5,6;3,5;
2006-03-15;2200;81;5,2;2,2;
2006-03-15;2300;70;4,7;2,7;
2006-03-16;0000;73;6;2,7;
2006-03-16;0100;92;4,9;1,9;
2006-03-16;0200;73;4,3;2,2;
2006-03-16;0300;95;3,8;0;
2006-03-16;0400;327;2,3;0;
2006-03-16;0500;150;2,1;0;
2006-03-16;0600;76;3,1;,8;
2006-03-16;0700;76;2,3;0;
2006-03-16;0800;66;0;0;
2006-03-16;0900;6;1,8;1,1;
2006-03-16;1000;76;2;1,2;
2006-03-16;1100;358;2,1;,9;
2006-03-16;1200;100;2,9;1,8;
2006-03-16;1300;66;3,7;1,8;
2006-03-16;1400;25;5,5;1,6;
2006-03-16;1500;89;4,8;1,7;
2006-03-16;1600;53;4,8;1,9;
2006-03-16;1700;67;6,1;3,3;
2006-03-16;1800;63;6,5;2,8;
2006-03-16;1900;106;5,2;2,5;
2006-03-16;2000;109;5,1;2,6;
2006-03-16;2100;99;7;3,7;
2006-03-16;2200;99;7,4;3,7;
2006-03-16;2300;80;6,4;2,4;
2006-03-17;0000;97;5;2,7;
2006-03-17;0100;94;5,2;2;
2006-03-17;0200;107;4;1,7;
2006-03-17;0300;101;3,4;1,7;
2006-03-17;0400;77;5,1;2,8;
2006-03-17;0500;90;5,2;1,7;
2006-03-17;0600;91;4;2;
2006-03-17;0700;157;3,8;,2;
2006-03-17;0800;92;2,6;1,4;
2006-03-17;0900;78;4,5;2,3;
2006-03-17;1000;74;3,7;1,7;
2006-03-17;1100;68;3,6;1,6;
2006-03-17;1200;54;5,2;3;
2006-03-17;1300;41;6,9;3,1;
2006-03-17;1400;60;7,3;4,4;
2006-03-17;1500;41;8,2;3,7;
2006-03-17;1600;32;7;3,8;
2006-03-17;1700;26;7;3,6;
2006-03-17;1800;45;8,1;3,5;
2006-03-17;1900;39;7,5;3,5;
2006-03-17;2000;23;6,9;2,4;
2006-03-17;2100;98;5,9;3,1;
2006-03-17;2200;97;5,5;2,7;
2006-03-17;2300;77;6;3,2;
2006-03-18;0000;77;5,4;2,5;
2006-03-18;0100;80;5,1;2,5;
2006-03-18;0200;72;4,9;2,3;
2006-03-18;0300;84;5,7;1,7;
2006-03-18;0400;55;5,1;2,3;
2006-03-18;0500;98;6,2;1,9;
2006-03-18;0600;91;5,2;1,4;
2006-03-18;0700;96;3,5;1,9;
2006-03-18;0800;82;2,9;,1;
2006-03-18;0900;162;2;0;
2006-03-18;1000;122;2,4;1,1;
2006-03-18;1100;82;2,8;1,6;
2006-03-18;1200;58;4,1;2,5;
2006-03-18;1300;45;5,8;3,6;
2006-03-18;1400;41;5,9;3,2;
2006-03-18;1500;53;6,8;2,6;
2006-03-18;1600;101;6,6;2,5;
2006-03-18;1700;71;6,8;2,5;
2006-03-18;1800;252;6;1,9;
2006-03-18;1900;73;10,3;,7;
2006-03-18;2000;98;5,3;3,1;
2006-03-18;2100;104;6;3,6;
2006-03-18;2200;90;6,2;2,3;
2006-03-18;2300;89;4,9;1,9;
2006-03-19;0000;85;5,4;2,3;
2006-03-19;0100;74;5,3;3,1;
2006-03-19;0200;70;5,3;2,6;
2006-03-19;0300;94;4,6;1,7;
2006-03-19;0400;99;5;1,5;
2006-03-19;0500;104;4,5;2;
2006-03-19;0600;91;4,2;1,7;
2006-03-19;0700;106;4,1;1,8;
2006-03-19;0800;96;3,7;,9;
2006-03-19;0900;342;2,3;0;
2006-03-19;1000;9;0;0;
2006-03-19;1100;23;2,5;,8;
2006-03-19;1200;14;3,6;1,6;
2006-03-19;1300;65;4,6;2,7;
2006-03-19;1400;99;6,3;3,3;
2006-03-19;1500;48;6,7;3;
2006-03-19;1600;80;6,4;3,4;
2006-03-19;1700;88;7;3,2;
2006-03-19;1800;2;8,5;3,5;
2006-03-19;1900;122;7,1;2,3;
2006-03-19;2000;72;6,8;3,3;
2006-03-19;2100;90;8,4;3,9;
2006-03-19;2200;88;8,4;3,1;
2006-03-19;2300;87;6,1;3;
2006-03-20;0000;81;6,7;2,6;
2006-03-20;0100;76;6,8;2,6;
2006-03-20;0200;75;5,9;2,7;
2006-03-20;0300;64;5,6;1,7;
2006-03-20;0400;54;4,4;2,3;
2006-03-20;0500;61;4,1;1,9;
2006-03-20;0600;27;3,7;1,5;
2006-03-20;0700;52;2,8;,9;
2006-03-20;0800;11;3,1;2;
2006-03-20;0900;37;3,1;1,5;
2006-03-20;1000;314;2,2;,7;
2006-03-20;1100;332;2,4;1,2;
2006-03-20;1200;15;3,4;1,7;
2006-03-20;1300;344;5;2,5;
2006-03-20;1400;319;7,2;3;
2006-03-20;1500;288;7,5;4,1;
2006-03-20;1600;321;8;3;
2006-03-20;1700;304;8;2,5;
2006-03-20;1800;302;6,2;3,4;
2006-03-20;1900;262;6,1;2,8;
2006-03-20;2000;212;5,5;1,8;
2006-03-20;2100;169;4,8;1,8;
2006-03-20;2200;184;4,2;1,2;
2006-03-20;2300;175;3,4;1,1;
2006-03-21;0000;183;4,1;1,7;
2006-03-21;0100;62;3,2;,3;
2006-03-21;0200;68;6,2;3,7;
2006-03-21;0300;81;6,2;1,9;
2006-03-21;0400;47;5,2;1,9;
2006-03-21;0500;360;3,5;1,6;
2006-03-21;0600;281;3;1,2;
2006-03-21;0700;251;3,8;,2;
2006-03-21;0800;74;1,4;0;
2006-03-21;0900;116;2,1;1,4;
2006-03-21;1000;112;2,6;1;
2006-03-21;1100;154;2,5;,9;
2006-03-21;1200;120;3,4;1,9;
2006-03-21;1300;108;4,7;2,6;
2006-03-21;1400;79;4,6;2;
2006-03-21;1500;66;6;2,9;
2006-03-21;1600;66;6;3;
2006-03-21;1700;136;7,7;2,3;
2006-03-21;1800;5;5,7;1,7;
2006-03-21;1900;89;6,7;3,1;
2006-03-21;2000;88;6,7;2,7;
2006-03-21;2100;107;6,1;2,7;
2006-03-21;2200;112;6,9;3,4;
2006-03-21;2300;117;6,9;2,8;
2006-03-22;0000;128;5,1;2,7;
2006-03-22;0100;121;5,8;2,8;
2006-03-22;0200;120;5,7;3,4;
2006-03-22;0300;123;5,7;2,5;
2006-03-22;0400;126;4,5;1,7;
2006-03-22;0500;117;4,3;2;
2006-03-22;0600;131;3,6;,9;
2006-03-22;0700;117;4;1,6;
2006-03-22;0800;98;3,6;2,2;
2006-03-22;0900;115;3,6;,9;
2006-03-22;1000;167;1,9;,5;
2006-03-22;1100;106;3,3;1,8;
2006-03-22;1200;106;3,3;1,7;
2006-03-22;1300;84;4;2,4;
2006-03-22;1400;66;4,7;2,1;
2006-03-22;1500;73;4,1;1,6;
2006-03-22;1600;73;4,1;2;
2006-03-22;1700;122;5,3;3;
2006-03-22;1800;63;5,1;1,9;
2006-03-22;1900;49;3,5;1,4;
2006-03-22;2000;42;3,8;1,9;
2006-03-22;2100;87;4,1;2,3;
2006-03-22;2200;101;5,3;3;
2006-03-22;2300;66;5,5;3,3;
2006-03-23;0000;90;5,5;2;
2006-03-23;0100;79;4,6;2,5;
2006-03-23;0200;75;4,7;2,5;
2006-03-23;0300;79;5,1;2,7;
2006-03-23;0400;85;4,8;1,9;
2006-03-23;0500;57;3,5;2;
2006-03-23;0600;56;4,1;2;
2006-03-23;0700;61;3,1;1,7;
2006-03-23;0800;31;3,2;1,7;
2006-03-23;0900;72;4,3;1,4;
2006-03-23;1000;71;2,8;1,5;
2006-03-23;1100;347;4,3;2,7;
2006-03-23;1200;358;4,7;2,9;
2006-03-23;1300;329;6,1;3,1;
2006-03-23;1400;337;6,7;3,3;
2006-03-23;1500;332;6,5;3,1;
2006-03-23;1600;315;8,9;3,7;
2006-03-23;1700;318;9,6;3,5;
2006-03-23;1800;300;7,3;3,6;
2006-03-23;1900;296;11,7;6;
2006-03-23;2000;256;11,7;2,4;
2006-03-23;2100;269;4,8;1,8;
2006-03-23;2200;44;3;,9;
2006-03-23;2300;61;2,6;,8;
2006-03-24;0000;52;2,6;1,5;
2006-03-24;0100;49;3,6;1,8;
2006-03-24;0200;46;4,1;2,3;
2006-03-24;0300;356;3,9;0;
2006-03-24;0400;343;0;0;
2006-03-24;0500;9;2,6;1,6;
2006-03-24;0600;350;3,3;1,8;
2006-03-24;0700;318;3,2;1,8;
2006-03-24;0800;327;3,6;2,3;
2006-03-24;0900;344;4,3;2,5;
2006-03-24;1000;299;4,1;1,8;
2006-03-24;1100;276;3,7;1,9;
2006-03-24;1200;286;8,5;4,4;
2006-03-24;1300;299;9,5;5,4;
2006-03-24;1400;292;9,1;5,3;
2006-03-24;1500;288;10,3;5,4;
2006-03-24;1600;269;11,4;4;
2006-03-24;1700;286;10,5;5;
2006-03-24;1800;271;8,4;4,6;
2006-03-24;1900;257;7,6;3;
2006-03-24;2000;336;5,2;2,5;
2006-03-24;2100;360;5,6;2,7;
2006-03-24;2200;319;5,1;3,3;
2006-03-24;2300;213;5,2;,5;
2006-03-25;0000;241;4,5;,4;
2006-03-25;0100;34;2,2;1,2;
2006-03-25;0200;326;3,1;1,2;
2006-03-25;0300;346;2,4;0;
2006-03-25;0400;164;2,8;0;
2006-03-25;0500;68;2,4;1,3;
2006-03-25;0600;4;2,5;,4;
2006-03-25;0700;45;1,6;,3;
2006-03-25;0800;109;1,7;0;
2006-03-25;0900;108;2,8;0;
2006-03-25;1000;108;1,8;,3;
2006-03-25;1100;91;2,7;1,8;
2006-03-25;1200;91;3;1,8;
2006-03-25;1300;65;3,6;1,7;
2006-03-25;1400;90;3,7;1,7;
2006-03-25;1500;98;7;4;
2006-03-25;1600;151;7,4;3,3;
2006-03-25;1700;119;9,8;3,7;
2006-03-25;1800;182;7,3;1,1;
2006-03-25;1900;129;7;3;
2006-03-25;2000;117;7,4;2,4;
2006-03-25;2100;137;4,1;1,1;
2006-03-25;2200;120;4,2;2,4;
2006-03-25;2300;147;4,2;1;
2006-03-26;0000;119;4,9;2,7;
2006-03-26;0100;115;5,3;2;
2006-03-26;0200;120;5,9;2,9;
2006-03-26;0300;138;6,2;1,1;
2006-03-26;0400;112;4,5;1,4;
2006-03-26;0500;139;3,9;1,4;
2006-03-26;0600;127;5,1;2;
2006-03-26;0700;115;3,9;1,8;
2006-03-26;0800;131;4,4;1,5;
2006-03-26;0900;142;4;,7;
2006-03-26;1000;132;3,9;2;
2006-03-26;1100;111;4,8;1,8;
2006-03-26;1200;137;6,2;2,7;
2006-03-26;1300;142;6;2,4;
2006-03-26;1400;140;5,9;2,1;
2006-03-26;1500;130;8,3;4;
2006-03-26;1600;122;9,6;4,8;
2006-03-26;1700;127;9;4,3;
2006-03-26;1800;123;9,4;3,6;
2006-03-26;1900;122;9;4,3;
2006-03-26;2000;140;10,4;2,9;
2006-03-26;2100;134;10,3;3,6;
2006-03-26;2200;130;8,4;3,5;
2006-03-26;2300;129;9,6;4;
2006-03-27;0000;131;9,5;3,9;
2006-03-27;0100;124;9,1;4,7;
2006-03-27;0200;122;10,6;4,3;
2006-03-27;0300;111;8,9;2,6;
2006-03-27;0400;109;6,2;2,7;
2006-03-27;0500;119;6,3;3,6;
2006-03-27;0600;123;6,5;2,7;
2006-03-27;0700;133;5,1;2,1;
2006-03-27;0800;116;4,5;2,2;
2006-03-27;0900;80;4,3;2,2;
2006-03-27;1000;96;5,9;2,6;
2006-03-27;1100;104;5,1;2,6;
2006-03-27;1200;110;5,9;2,8;
2006-03-27;1300;93;6;3,1;
2006-03-27;1400;106;6;3,6;
2006-03-27;1500;104;6,4;2,8;
2006-03-27;1600;100;7,4;3,7;
2006-03-27;1700;80;6,8;3,3;
2006-03-27;1800;115;6,2;2,9;
2006-03-27;1900;90;6,2;2,4;
2006-03-27;2000;73;5,2;2,2;
2006-03-27;2100;122;4,1;1,7;
2006-03-27;2200;100;3,4;1,8;
2006-03-27;2300;102;3,6;1,8;
2006-03-28;0000;119;3,7;2,4;
2006-03-28;0100;91;4,8;1,8;
2006-03-28;0200;95;4,3;2;
2006-03-28;0300;100;4,8;2,5;
2006-03-28;0400;95;4,8;2;
2006-03-28;0500;99;4,1;2;
2006-03-28;0600;85;3,9;,4;
2006-03-28;0700;62;3,1;1,9;
2006-03-28;0800;48;4,2;1,9;
2006-03-28;0900;54;3,8;1,2;
2006-03-28;1000;46;4,1;2;
2006-03-28;1100;39;4,9;2,2;
2006-03-28;1200;34;6,3;2,8;
2006-03-28;1300;60;5,5;1,9;
2006-03-28;1400;313;4,1;1,9;
2006-03-28;1500;2;5,9;3;
2006-03-28;1600;8;6,1;2,6;
2006-03-28;1700;319;5,9;2,6;
2006-03-28;1800;296;6,4;3,7;
2006-03-28;1900;315;6,4;2,5;
2006-03-28;2000;345;5;1,8;
2006-03-28;2100;27;4;1,7;
2006-03-28;2200;95;5,3;3;
2006-03-28;2300;219;6,5;1,9;
2006-03-29;0000;74;14,3;,4;
2006-03-29;0100;228;9,1;3;
2006-03-29;0200;185;9,1;,9;
2006-03-29;0300;217;3,9;2;
2006-03-29;0400;59;4,9;1,6;
2006-03-29;0500;37;2,8;0;
2006-03-29;0600;209;0;0;
2006-03-29;0700;184;2,2;,7;
2006-03-29;0800;93;2;0;
2006-03-29;0900;52;,2;0;
2006-03-29;1000;327;3,6;,2;
2006-03-29;1100;307;2,5;1,6;
2006-03-29;1200;261;3,3;1,5;
2006-03-29;1300;272;4,6;2,1;
2006-03-29;1400;324;5,2;3,4;
2006-03-29;1500;272;6,8;3,4;
2006-03-29;1600;242;9,1;4,9;
2006-03-29;1700;236;9,3;4,6;
2006-03-29;1800;206;8,6;2,6;
2006-03-29;1900;226;6,3;3,8;
2006-03-29;2000;168;6,6;2,8;
2006-03-29;2100;159;6,5;2,3;
2006-03-29;2200;110;6,3;3,6;
2006-03-29;2300;103;6,3;3,4;
2006-03-30;0000;110;7,7;3;
2006-03-30;0100;91;6,5;2,7;
2006-03-30;0200;97;5;2,4;
2006-03-30;0300;93;5;2,2;
2006-03-30;0400;83;4,7;2,4;
2006-03-30;0500;94;4,7;2,1;
2006-03-30;0600;83;4,2;1,5;
2006-03-30;0700;103;3,6;1,6;
2006-03-30;0800;102;4,5;1,3;
2006-03-30;0900;null;null;null;
2006-03-30;1000;null;null;null;
2006-03-30;1100;93;2,9;1,6;
2006-03-30;1200;null;null;null;
2006-03-30;1300;null;null;null;
2006-03-30;1400;63;4,6;1,6;
2006-03-30;1500;null;null;null;
2006-03-30;1600;null;null;null;
2006-03-30;1700;null;null;null;
2006-03-30;1800;null;null;null;
2006-03-30;1900;null;null;null;
2006-03-30;2000;null;null;null;
2006-03-30;2100;null;null;null;
2006-03-30;2200;null;null;null;
2006-03-30;2300;null;null;null;
2006-03-31;0000;null;null;null;
2006-03-31;0100;null;null;null;
2006-03-31;0200;null;null;null;
2006-03-31;0300;null;null;null;
2006-03-31;0400;null;null;null;
2006-03-31;0500;null;null;null;
2006-03-31;0600;null;null;null;
2006-03-31;0700;null;null;null;
2006-03-31;0800;null;null;null;
2006-03-31;0900;null;null;null;
2006-03-31;1000;null;null;null;
2006-03-31;1100;null;null;null;
2006-03-31;1200;null;null;null;
2006-03-31;1300;103;7,2;4,1;
2006-03-31;1400;null;null;null;
2006-03-31;1500;null;null;null;
2006-03-31;1600;null;null;null;
2006-03-31;1700;null;null;null;
2006-03-31;1800;null;null;null;
2006-03-31;1900;null;null;null;
2006-03-31;2000;null;null;null;
2006-03-31;2100;null;null;null;
2006-03-31;2200;null;null;null;
2006-03-31;2300;null;null;null;
2006-04-01;0000;null;null;null;
2006-04-01;0100;null;null;null;
2006-04-01;0200;null;null;null;
2006-04-01;0300;null;null;null;
2006-04-01;0400;null;null;null;
2006-04-01;0500;null;null;null;
2006-04-01;0600;null;null;null;
2006-04-01;0700;null;null;null;
2006-04-01;0800;100;4,6;1,8;
2006-04-01;0900;93;3,8;1,5;
2006-04-01;1000;null;null;null;
2006-04-01;1100;null;null;null;
2006-04-01;1200;null;null;null;
2006-04-01;1300;null;null;null;
2006-04-01;1400;null;null;null;
2006-04-01;1500;null;null;null;
2006-04-01;1600;null;null;null;
2006-04-01;1700;null;null;null;
2006-04-01;1800;null;null;null;
2006-04-01;1900;null;null;null;
2006-04-01;2000;null;null;null;
2006-04-01;2100;null;null;null;
2006-04-01;2200;null;null;null;
2006-04-01;2300;null;null;null;
2006-04-02;0000;null;null;null;
2006-04-02;0100;null;null;null;
2006-04-02;0200;null;null;null;
2006-04-02;0300;null;null;null;
2006-04-02;0400;null;null;null;
2006-04-02;0500;null;null;null;
2006-04-02;0600;null;null;null;
2006-04-02;0700;null;null;null;
2006-04-02;0800;null;null;null;
2006-04-02;0900;null;null;null;
2006-04-02;1000;null;null;null;
2006-04-02;1100;null;null;null;
2006-04-02;1200;null;null;null;
2006-04-02;1300;null;null;null;
2006-04-02;1400;null;null;null;
2006-04-02;1500;null;null;null;
2006-04-02;1600;null;null;null;
2006-04-02;1700;null;null;null;
2006-04-02;1800;null;null;null;
2006-04-02;1900;null;null;null;
2006-04-02;2000;null;null;null;
2006-04-02;2100;null;null;null;
2006-04-02;2200;null;null;null;
2006-04-02;2300;null;null;null;
2006-04-03;0000;100;4,7;2,1;
2006-04-03;0100;97;4,5;2,7;
2006-04-03;0200;102;4,8;2,7;
2006-04-03;0300;132;5,1;1,9;
2006-04-03;0400;126;4,6;2,3;
2006-04-03;0500;115;5,7;3,1;
2006-04-03;0600;null;null;null;
2006-04-03;0700;null;null;null;
2006-04-03;0800;null;null;null;
2006-04-03;0900;null;null;null;
2006-04-03;1000;null;null;null;
2006-04-03;1100;null;null;null;
2006-04-03;1200;86;5,9;3,1;
2006-04-03;1300;80;5,3;2,9;
2006-04-03;1400;83;8,2;3,8;
2006-04-03;1500;97;7,5;3,6;
2006-04-03;1600;null;null;null;
2006-04-03;1700;null;null;null;
2006-04-03;1800;null;null;null;
2006-04-03;1900;null;null;null;
2006-04-03;2000;null;null;null;
2006-04-03;2100;null;null;null;
2006-04-03;2200;null;null;null;
2006-04-03;2300;null;null;null;
2006-04-04;0000;90;5,8;2,4;
2006-04-04;0100;92;4,3;1,3;
2006-04-04;0200;null;null;null;
2006-04-04;0300;125;3,5;1,5;
2006-04-04;0400;112;4;1,8;
2006-04-04;0500;115;3,5;1,6;
2006-04-04;0600;109;5,3;2,6;
2006-04-04;0700;95;5,6;2,4;
2006-04-04;0800;103;5,9;2,6;
2006-04-04;0900;null;null;null;
2006-04-04;1000;117;4,3;2;
2006-04-04;1100;83;5,1;3;
2006-04-04;1200;78;8,4;5;
2006-04-04;1300;74;10,1;5;
2006-04-04;1400;88;10,1;4;
2006-04-04;1500;100;7,9;4,2;
2006-04-04;1600;100;6,9;3,7;
2006-04-04;1700;92;7,3;4,2;
2006-04-04;1800;105;8,1;3,6;
2006-04-04;1900;97;7,7;4,4;
2006-04-04;2000;100;8,1;4,1;
2006-04-04;2100;91;7,6;3,1;
2006-04-04;2200;101;6,1;2,4;
2006-04-04;2300;90;5,7;2,1;
2006-04-05;0000;113;3,9;1,8;
2006-04-05;0100;111;3,6;1,9;
2006-04-05;0200;111;3,7;1,4;
2006-04-05;0300;100;2,9;1,4;
2006-04-05;0400;102;2,7;1,6;
2006-04-05;0500;101;2,5;0;
2006-04-05;0600;89;1,8;0;
2006-04-05;0700;118;0;0;
2006-04-05;0800;90;0;0;
2006-04-05;0900;44;1,8;,5;
2006-04-05;1000;330;2,9;1,5;
2006-04-05;1100;27;3,2;1,4;
2006-04-05;1200;79;3,7;2,1;
2006-04-05;1300;83;4,5;1,9;
2006-04-05;1400;74;4,6;2,1;
2006-04-05;1500;54;7,3;2,9;
2006-04-05;1600;62;5,4;1,9;
2006-04-05;1700;79;5,6;2,7;
2006-04-05;1800;28;5,6;3;
2006-04-05;1900;57;5,5;1,7;
2006-04-05;2000;96;5,9;3,4;
2006-04-05;2100;75;5,9;2,9;
2006-04-05;2200;74;6,1;2,9;
2006-04-05;2300;86;6,1;1,7;
2006-04-06;0000;91;4,4;1,8;
2006-04-06;0100;84;4,4;1,3;
2006-04-06;0200;103;3,7;2,2;
2006-04-06;0300;43;4,8;1,7;
2006-04-06;0400;60;4,1;2,1;
2006-04-06;0500;62;3,8;1,8;
2006-04-06;0600;56;3,3;1,2;
2006-04-06;0700;39;2,2;,4;
2006-04-06;0800;71;1,3;,3;
2006-04-06;0900;62;1,3;,1;
2006-04-06;1000;73;1,1;,5;
2006-04-06;1100;18;1,9;,9;
2006-04-06;1200;43;2,5;1,5;
2006-04-06;1300;52;3,9;1,8;
2006-04-06;1400;85;3,6;1,2;
2006-04-06;1500;73;4,2;1,1;
2006-04-06;1600;64;3,8;1,2;
2006-04-06;1700;121;6,6;3,8;
2006-04-06;1800;107;6,2;3,1;
2006-04-06;1900;124;5,7;2,1;
2006-04-06;2000;102;4,5;2,1;
2006-04-06;2100;105;4,8;2,4;
2006-04-06;2200;76;4,3;2,4;
2006-04-06;2300;96;4,3;2;
2006-04-07;0000;128;3,5;1,5;
2006-04-07;0100;99;3,1;1,8;
2006-04-07;0200;97;4,6;2,2;
2006-04-07;0300;101;6,1;2,6;
2006-04-07;0400;87;6,1;2,4;
2006-04-07;0500;107;4,4;,9;
2006-04-07;0600;101;2,5;1,5;
2006-04-07;0700;106;2,5;1,3;
2006-04-07;0800;55;2,4;0;
2006-04-07;0900;102;,6;0;
2006-04-07;1000;73;0;0;
2006-04-07;1100;75;2,6;1,5;
2006-04-07;1200;111;3,6;2,2;
2006-04-07;1300;48;3,8;1,7;
2006-04-07;1400;68;5,7;2,7;
2006-04-07;1500;31;5,8;2,8;
2006-04-07;1600;57;4,6;2,1;
2006-04-07;1700;84;4;2;
2006-04-07;1800;92;3,8;2,3;
2006-04-07;1900;110;4,1;2,1;
2006-04-07;2000;97;4,5;2,2;
2006-04-07;2100;92;4,1;2,1;
2006-04-07;2200;62;5,5;3,1;
2006-04-07;2300;100;5,5;1,9;
2006-04-08;0000;101;4,8;2,4;
2006-04-08;0100;76;4,6;2,4;
2006-04-08;0200;78;4,4;2;
2006-04-08;0300;115;3,4;1,1;
2006-04-08;0400;101;3,8;1,8;
2006-04-08;0500;102;2,9;1,1;
2006-04-08;0600;100;1,8;1,3;
2006-04-08;0700;174;2;0;
2006-04-08;0800;316;1,4;,2;
2006-04-08;0900;1;1;,2;
2006-04-08;1000;332;1,7;,7;
2006-04-08;1100;98;1,7;,5;
2006-04-08;1200;3;2,7;1,7;
2006-04-08;1300;341;5,2;2,4;
2006-04-08;1400;300;5,5;2,9;
2006-04-08;1500;274;6,8;3,8;
2006-04-08;1600;280;7,1;3,5;
2006-04-08;1700;298;7;3,4;
2006-04-08;1800;288;6,4;2,3;
2006-04-08;1900;237;5,2;2,9;
2006-04-08;2000;214;6,1;2,8;
2006-04-08;2100;196;6,6;3;
2006-04-08;2200;121;6,7;3,2;
2006-04-08;2300;101;6;3;
2006-04-09;0000;89;5,6;2,8;
2006-04-09;0100;75;6,3;3,4;
2006-04-09;0200;94;6,1;1,5;
2006-04-09;0300;111;4,1;,8;
2006-04-09;0400;137;2,4;1,2;
2006-04-09;0500;113;3,1;,9;
2006-04-09;0600;90;3,1;,4;
2006-04-09;0700;309;2,1;0;
2006-04-09;0800;355;2,7;1,4;
2006-04-09;0900;24;3,1;1,6;
2006-04-09;1000;60;4,3;2,3;
2006-04-09;1100;30;4,9;2,2;
2006-04-09;1200;12;4,1;1,7;
2006-04-09;1300;54;5,2;2,8;
2006-04-09;1400;10;5,6;2,6;
2006-04-09;1500;327;5,7;2,5;
2006-04-09;1600;329;7,1;2,5;
2006-04-09;1700;294;5,7;3,5;
2006-04-09;1800;319;8,7;3,1;
2006-04-09;1900;236;9,7;5,2;
2006-04-09;2000;205;9,8;2,3;
2006-04-09;2100;48;5,3;2,5;
2006-04-09;2200;68;6,8;2;
2006-04-09;2300;61;3,4;1,3;
2006-04-10;0000;58;5,4;1,6;
2006-04-10;0100;50;3,6;,8;
2006-04-10;0200;61;2,2;,9;
2006-04-10;0300;104;3,1;,3;
2006-04-10;0400;320;2;0;
2006-04-10;0500;92;0;0;
2006-04-10;0600;263;0;0;
2006-04-10;0700;227;0;0;
2006-04-10;0800;215;1,2;0;
2006-04-10;0900;296;1,2;,4;
2006-04-10;1000;262;1,1;0;
2006-04-10;1100;308;4;2,4;
2006-04-10;1200;315;4,2;2,3;
2006-04-10;1300;307;5,6;3,2;
2006-04-10;1400;294;6,3;2,7;
2006-04-10;1500;287;6,8;3,7;
2006-04-10;1600;284;6,8;3,1;
2006-04-10;1700;303;7,7;3,4;
2006-04-10;1800;278;7,5;4;
2006-04-10;1900;238;7,2;1,6;
2006-04-10;2000;227;7,3;3,4;
2006-04-10;2100;252;7,3;1,1;
2006-04-10;2200;260;6;,5;
2006-04-10;2300;360;2,9;1,6;
2006-04-11;0000;320;3,3;1,9;
2006-04-11;0100;204;3,4;1;
2006-04-11;0200;240;2,9;1;
2006-04-11;0300;261;2,4;1,3;
2006-04-11;0400;266;2,3;,6;
